"행정구역","2022년08월_총인구수","2022년08월_세대수","2022년08월_세대당 인구","2022년08월_남자 인구수","2022년08월_여자 인구수","2022년08월_남여 비율"
"서울특별시 구로구 구로제2동(1153053000)","23,410","12,527","          1.87","11,820","11,590","          1.02"
"서울특별시 구로구 구로제3동(1153054000)","23,615","13,655","          1.73","12,160","11,455","          1.06"
"서울특별시 구로구 구로제4동(1153055000)","19,389","10,628","          1.82","9,369","10,020","          0.94"
"서울특별시 구로구 구로제5동(1153056000)","29,507","15,669","          1.88","14,255","15,252","          0.93"
"서울특별시 구로구 가리봉동(1153059500)","9,034","6,144","          1.47","4,946","4,088","          1.21"
"서울특별시 구로구 고척제1동(1153072000)","21,794","9,439","          2.31","10,845","10,949","          0.99"
"서울특별시 구로구 고척제2동(1153073000)","26,363","11,504","          2.29","13,050","13,313","          0.98"
"서울특별시 구로구 개봉제1동(1153074000)","33,543","14,967","          2.24","16,703","16,840","          0.99"
"서울특별시 구로구 개봉제2동(1153075000)","30,530","12,570","          2.43","14,881","15,649","          0.95"
"서울특별시 구로구 개봉제3동(1153076000)","20,036","8,802","          2.28","9,720","10,316","          0.94"
"서울특별시 구로구 오류제1동(1153077000)","22,356","12,151","          1.84","10,786","11,570","          0.93"
"서울특별시 구로구 오류제2동(1153078000)","38,270","15,821","          2.42","18,358","19,912","          0.92"
"서울특별시 구로구 수궁동(1153079000)","23,233","10,003","          2.32","11,426","11,807","          0.97"
"서울특별시 구로구 항동(1153080000)","16,459","6,281","          2.62","8,027","8,432","          0.95"
"서울특별시 금천구 (1154500000)","231,356","119,913","          1.93","116,653","114,703","          1.02"
"서울특별시 금천구 가산동(1154551000)","24,239","17,443","          1.39","13,075","11,164","          1.17"
"서울특별시 금천구 독산제1동(1154561000)","45,834","24,257","          1.89","23,444","22,390","          1.05"
"서울특별시 금천구 독산제2동(1154562000)","18,500","9,529","          1.94","9,343","9,157","          1.02"
"서울특별시 금천구 독산제3동(1154563000)","24,278","12,999","          1.87","12,163","12,115","          1.00"
"서울특별시 금천구 독산제4동(1154564000)","15,027","7,738","          1.94","7,560","7,467","          1.01"
"서울특별시 금천구 시흥제1동(1154567000)","32,726","16,317","          2.01","16,242","16,484","          0.99"
"서울특별시 금천구 시흥제2동(1154568000)","20,865","8,238","          2.53","9,984","10,881","          0.92"
"서울특별시 금천구 시흥제3동(1154569000)","10,723","4,741","          2.26","5,302","5,421","          0.98"
"서울특별시 금천구 시흥제4동(1154570000)","20,251","9,301","          2.18","10,032","10,219","          0.98"
"서울특별시 금천구 시흥제5동(1154571000)","18,913","9,350","          2.02","9,508","9,405","          1.01"
"서울특별시 영등포구 (1156000000)","377,295","189,541","          1.99","185,754","191,541","          0.97"
"서울특별시 영등포구 영등포본동(1156051500)","21,227","10,538","          2.01","10,886","10,341","          1.05"
"서울특별시 영등포구 영등포동(1156053500)","29,673","21,009","          1.41","15,391","14,282","          1.08"
"서울특별시 영등포구 여의동(1156054000)","32,776","13,415","          2.44","15,390","17,386","          0.89"
"서울특별시 영등포구 당산제1동(1156055000)","20,448","10,990","          1.86","9,976","10,472","          0.95"
"서울특별시 영등포구 당산제2동(1156056000)","37,546","19,147","          1.96","17,557","19,989","          0.88"
"서울특별시 영등포구 도림동(1156058500)","17,801","9,583","          1.86","8,992","8,809","          1.02"
"서울특별시 영등포구 문래동(1156060500)","32,432","13,170","          2.46","15,845","16,587","          0.96"
"서울특별시 영등포구 양평제1동(1156061000)","18,403","9,926","          1.85","8,977","9,426","          0.95"
"서울특별시 영등포구 양평제2동(1156062000)","22,394","10,889","          2.06","10,963","11,431","          0.96"
"서울특별시 영등포구 신길제1동(1156063000)","18,388","11,143","          1.65","9,337","9,051","          1.03"
"서울특별시 영등포구 신길제3동(1156065000)","16,458","7,645","          2.15","8,120","8,338","          0.97"
"서울특별시 영등포구 신길제4동(1156066000)","12,340","5,775","          2.14","6,118","6,222","          0.98"
"서울특별시 영등포구 신길제5동(1156067000)","10,326","4,728","          2.18","5,030","5,296","          0.95"
"서울특별시 영등포구 신길제6동(1156068000)","19,057","9,256","          2.06","9,343","9,714","          0.96"
"서울특별시 영등포구 신길제7동(1156069000)","19,829","7,905","          2.51","9,889","9,940","          0.99"
"서울특별시 영등포구 대림제1동(1156070000)","14,246","7,061","          2.02","7,079","7,167","          0.99"
"서울특별시 영등포구 대림제2동(1156071000)","11,868","6,954","          1.71","5,850","6,018","          0.97"
"서울특별시 영등포구 대림제3동(1156072000)","22,083","10,407","          2.12","11,011","11,072","          0.99"
"서울특별시 동작구 (1159000000)","385,379","187,962","          2.05","186,268","199,111","          0.94"
"서울특별시 동작구 노량진제1동(1159051000)","31,962","16,470","          1.94","16,100","15,862","          1.02"
"서울특별시 동작구 노량진제2동(1159052000)","10,633","6,941","          1.53","5,498","5,135","          1.07"
"서울특별시 동작구 상도제1동(1159053000)","44,459","22,392","          1.99","21,566","22,893","          0.94"
"서울특별시 동작구 상도제2동(1159054000)","27,832","12,643","          2.20","13,320","14,512","          0.92"
"서울특별시 동작구 상도제3동(1159055000)","24,342","12,193","          2.00","11,579","12,763","          0.91"
"서울특별시 동작구 상도제4동(1159056000)","28,439","14,235","          2.00","13,815","14,624","          0.94"
"서울특별시 동작구 흑석동(1159060500)","30,748","13,906","          2.21","14,937","15,811","          0.94"
"서울특별시 동작구 사당제1동(1159062000)","22,746","13,668","          1.66","10,870","11,876","          0.92"
"서울특별시 동작구 사당제2동(1159063000)","28,525","12,598","          2.26","13,683","14,842","          0.92"
"서울특별시 동작구 사당제3동(1159064000)","24,129","10,559","          2.29","11,704","12,425","          0.94"
"서울특별시 동작구 사당제4동(1159065000)","14,114","7,266","          1.94","6,723","7,391","          0.91"
"서울특별시 동작구 사당제5동(1159065100)","14,341","6,658","          2.15","6,860","7,481","          0.92"
"서울특별시 동작구 대방동(1159066000)","37,599","17,386","          2.16","17,813","19,786","          0.90"
"서울특별시 동작구 신대방제1동(1159067000)","23,249","10,386","          2.24","11,118","12,131","          0.92"
"서울특별시 동작구 신대방제2동(1159068000)","22,261","10,661","          2.09","10,682","11,579","          0.92"
"서울특별시 관악구 (1162000000)","487,629","283,092","          1.72","245,176","242,453","          1.01"
"서울특별시 관악구 보라매동(1162052500)","24,389","13,138","          1.86","12,009","12,380","          0.97"
"서울특별시 관악구 청림동(1162054500)","14,998","6,459","          2.32","7,252","7,746","          0.94"
"서울특별시 관악구 성현동(1162056500)","28,934","12,359","          2.34","13,952","14,982","          0.93"
"서울특별시 관악구 행운동(1162057500)","29,229","18,172","          1.61","14,146","15,083","          0.94"
"서울특별시 관악구 낙성대동(1162058500)","17,398","11,884","          1.46","8,765","8,633","          1.02"
"서울특별시 관악구 청룡동(1162059500)","36,006","24,076","          1.50","17,390","18,616","          0.93"
"서울특별시 관악구 은천동(1162060500)","32,917","16,144","          2.04","16,046","16,871","          0.95"
"서울특별시 관악구 중앙동(1162061500)","15,380","10,159","          1.51","7,417","7,963","          0.93"
"서울특별시 관악구 인헌동(1162062500)","25,890","14,833","          1.75","12,586","13,304","          0.95"
"서울특별시 관악구 남현동(1162063000)","18,111","9,873","          1.83","8,741","9,370","          0.93"
"서울특별시 관악구 서원동(1162064500)","22,963","14,821","          1.55","11,997","10,966","          1.09"
"서울특별시 관악구 신원동(1162065500)","17,993","11,353","          1.58","9,129","8,864","          1.03"
"서울특별시 관악구 서림동(1162066500)","23,330","14,773","          1.58","12,920","10,410","          1.24"
"서울특별시 관악구 신사동(1162068500)","22,891","14,451","          1.58","11,492","11,399","          1.01"
"서울특별시 관악구 신림동(1162069500)","23,178","18,918","          1.23","12,254","10,924","          1.12"
"서울특별시 관악구 난향동(1162071500)","15,133","6,299","          2.40","7,403","7,730","          0.96"
"서울특별시 관악구 조원동(1162072500)","17,500","11,059","          1.58","8,756","8,744","          1.00"
"서울특별시 관악구 대학동(1162073500)","23,707","16,651","          1.42","14,386","9,321","          1.54"
"서울특별시 관악구 삼성동(1162074500)","20,804","10,000","          2.08","10,372","10,432","          0.99"
"서울특별시 관악구 미성동(1162076500)","30,379","14,527","          2.09","14,870","15,509","          0.96"
"서울특별시 관악구 난곡동(1162077500)","26,499","13,143","          2.02","13,293","13,206","          1.01"
"서울특별시 서초구 (1165000000)","406,565","169,217","          2.40","194,249","212,316","          0.91"
"서울특별시 서초구 서초1동(1165051000)","20,635","9,595","          2.15","9,971","10,664","          0.94"
"서울특별시 서초구 서초2동(1165052000)","26,592","11,690","          2.27","12,662","13,930","          0.91"
"서울특별시 서초구 서초3동(1165053000)","32,133","15,303","          2.10","15,306","16,827","          0.91"
"서울특별시 서초구 서초4동(1165053100)","30,626","10,892","          2.81","14,962","15,664","          0.96"
"서울특별시 서초구 잠원동(1165054000)","26,552","10,726","          2.48","12,783","13,769","          0.93"
"서울특별시 서초구 반포본동(1165055000)","303","149","          2.03","145","158","          0.92"
"서울특별시 서초구 반포1동(1165056000)","34,296","14,897","          2.30","16,699","17,597","          0.95"
"서울특별시 서초구 반포2동(1165057000)","15,726","5,010","          3.14","7,477","8,249","          0.91"
